CustomerID,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112
12346,0,0,0,0,0,0,0,0,0,0,0,0,0
12347,711.79,475.39,0,0,636.25,0,382.52,0,584.91,0,1294.32,0,224.82
12348,892.8,227.44,0,0,367,0,0,0,0,310,0,0,0
12349,0,0,0,0,0,0,0,0,0,0,0,1757.55,0
12350,0,0,334.4,0,0,0,0,0,0,0,0,0,0
12352,0,0,296.5,304.68,0,0,0,0,0,632.5,0,311.73,0
12353,0,0,0,0,0,89,0,0,0,0,0,0,0
12354,0,0,0,0,1079.4,0,0,0,0,0,0,0,0
12355,0,0,0,0,0,459.4,0,0,0,0,0,0,0
12356,0,2271.62,0,0,481.46,0,0,0,0,0,0,58.35,0
12357,0,0,0,0,0,0,0,0,0,0,0,6207.67,0
12358,0,0,0,0,0,0,0,484.86,0,0,0,0,683.2
12359,0,547.5,1838.91,0,-35.8,0,1109.32,0,0,0,2876.85,0,-91.25
12360,0,0,0,0,0,1083.58,0,0,534.7,0,1043.78,0,0
12361,0,0,189.9,0,0,0,0,0,0,0,0,0,0
12362,0,0,474.2,0,495.24,0,0,303.76,451.35,829.99,1641.91,429.09,529.04
12363,0,0,0,0,299.1,0,0,0,252.9,0,0,0,0
12364,0,0,0,0,0,0,0,0,623.92,79.8,299.06,0,310.32
12365,0,0,320.69,0,0,0,0,0,0,0,0,0,0
12367,0,0,0,0,0,0,0,0,0,0,0,0,168.9
12370,1868.02,0,0,938.39,0,0,0,0,0,0,739.28,0,0
12371,0,0,0,0,0,0,0,0,0,0,1887.96,0,0
12372,0,0,399.22,0,0,515.7,0,0,0,383.12,0,0,0
12373,0,0,364.6,0,0,0,0,0,0,0,0,0,0
12374,0,0,0,0,0,0,0,0,0,0,0,742.93,0
12375,0,0,0,0,0,0,0,0,0,230.3,0,227.2,-2.08
12377,1001.52,626.6,0,0,0,0,0,0,0,0,0,0,0
12378,0,0,0,0,0,0,0,0,4008.62,0,0,0,0
12379,0,0,0,0,0,0,459.84,-1.95,0,392.4,0,0,0
12380,0,0,0,0,0,0,607.55,0,0,626.01,446.61,1040.39,0
12381,0,0,0,0,0,0,0,0,1227.39,0,10.5,419.06,147.01
12383,600.72,639.91,0,357.07,142.16,0,99.45,0,0,0,0,0,0
12384,0,0,0,0,0,0,0,0,292.69,-19.11,0,292.58,0
12386,258.9,143,0,0,0,0,0,0,0,0,0,0,0
12388,0,431.3,124.05,210.9,0,0,0,902.09,0,825.92,0,286.4,0
12390,0,0,0,0,0,0,0,0,0,549.84,0,0,0
12391,0,0,0,0,0,0,0,0,0,0,0,460.89,0
12393,0,639.5,0,0,421.6,0,0,0,0,521.5,0,0,0
12394,0,0,0,0,0,381.08,0,0,0,0,891.4,0,0
12395,679.92,-2.95,216.66,326.5,0,331.79,163.9,0,165.95,0,346.68,769.83,0
12397,0,0,0,0,0,0,0,1214.81,0,0,0,1195.09,0
12398,0,0,0,0,0,0,0,0,0,0,1635.66,0,0
12399,0,0,0,288.05,0,480.9,130.08,0,209.62,0,0,0,0
12401,0,0,84.3,0,0,0,0,0,0,0,0,0,0
12402,0,225.6,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,0,0,0,0,0,0,0,0,409.7,0,0
12405,0,0,0,0,0,0,0,1710.39,0,0,0,0,0
12406,0,0,0,0,0,0,1621.25,0,-134.55,0,0,1794.05,0
12407,0,0,0,226.3,269.66,0,0,911.4,0,0,300.76,0,0
12408,0,0,0,837.59,-29.33,0,652.53,0,0,642.28,0,739.5,0
12409,0,0,0,0,0,0,6207.08,0,-4.95,4854.8,0,0,0
12410,0,0,681.08,0,0,0,0,0,0,0,0,0,0
12412,0,0,0,0,0,0,514.5,376.24,0,336.14,0,0,0
12413,0,415.3,0,0,84.65,0,0,0,0,0,194.2,0,0
12414,0,0,153.76,0,242.8,165.85,0,0,0,0,0,0,0
12415,0,7092.98,14022.92,16558.14,-75,12691.16,23426.81,2796.36,21880.44,2941.72,16471.77,5918.15,0
12417,291.34,291.49,0,391.6,436.3,0,437.19,0,918.25,0,462.85,-19.95,369.73
12418,0,0,0,0,0,0,0,0,668.58,0,0,0,0
12420,0,0,0,0,0,0,0,0,0,0,600.39,0,0
12421,0,157.45,0,0,0,0,238.58,0,231.76,0,0,178.48,0
12422,0,238.5,0,0,0,0,417.36,0,0,147.7,0,0,0
12423,237.93,0,192.31,347.35,255.36,333.82,84.92,0,198.98,-10.2,0,0,208.64
12424,0,0,0,0,0,0,1760.96,0,0,0,0,0,0
12425,0,0,0,0,0,0,0,0,0,777.2,0,0,0
12426,0,0,0,0,0,582.73,0,0,0,0,0,0,0
12427,246.55,0,0,0,0,0,0,0,0,0,282.58,179.24,0
12428,0,0,0,5924.62,311.61,0,0,632.44,600.19,0,0,408.34,0
12429,1281.5,0,0,0,437.98,0,1125.4,0,0,0,0,905.52,0
12430,0,0,0,0,0,0,0,0,0,0,256.4,0,0
12431,773.95,384.68,1052.65,0,0,937.35,-23,1069.12,608.76,0,1011.44,601.44,0
12432,0,0,0,0,0,0,4016.66,0,0,0,1042.66,0,0
12433,3787.12,0,0,0,0,0,0,0,0,2608.11,1498.66,2843.29,2638.69
12434,-27.75,0,0,286.25,-13.2,0,0,0,0,519.89,0,0,0
12435,0,0,0,3978.99,0,0,0,0,0,3850.9,0,0,0
12436,0,0,0,0,0,0,0,0,0,509.01,0,0,0
12437,0,337.95,590.26,147.71,209.1,635.32,501.64,0,0,557.28,263.46,1488.04,165.9
12438,0,0,0,0,0,0,0,890.07,0,0,0,2016.78,0
12441,173.55,0,0,0,0,0,0,0,0,0,0,0,0
12442,0,0,0,0,0,0,0,0,0,0,0,0,172.06
12444,0,0,0,0,0,0,1870.2,0,757.07,562.54,879.01,936.64,0
12445,0,0,0,0,0,0,0,0,0,0,0,133.4,0
12446,0,0,0,0,0,0,0,0,0,0,1002.31,0,0
12447,0,0,0,0,476.49,0,0,0,0,0,0,0,0
